Species;Coloniality;Corallite.width.maximum;Colony.maximum.diameter;Depth.lower;Depth.upper;Growth.form.typical;Wave.exposure.preference;Water.clarity.preference;Substrate.attachment;Skeletal.density;Sexual.system;Mode.of.larval.development;Growth.rate
Oxypora_glabra;colonial;7.5;NA;40;3;laminar;protected;clear;attached;NA;hermaphrodite;spawner;NA
Oxypora_lacera;colonial;8.8;NA;30;3;laminar;protected;clear;attached;NA;hermaphrodite;spawner;NA
Pachyseris_foliosa;colonial;6.3;NA;25;10;laminar;protected;clear;attached;NA;gonochore;NA;NA
Pachyseris_gemmae;colonial;3.3;NA;25;10;laminar;protected;clear;attached;NA;NA;NA;NA
Pachyseris_involuta;colonial;4.1;NA;15;5;laminar;broad;clear;attached;NA;NA;NA;NA
Pachyseris_rugosa;colonial;4.8;633.333333333333;20;4;laminar;broad;turbid;attached;NA;gonochore;spawner;NA
Pachyseris_speciosa;colonial;4.6;2;56;22.5;laminar;broad;clear;attached;NA;gonochore;spawner;NA
Palauastrea_ramosa;colonial;1.2;NA;30;1;branching_closed;protected;turbid;attached;NA;NA;NA;NA
Paracyathus_stearnsii;NA;NA;NA;NA;NA;NA;protected;both;NA;NA;gonochore;spawner;NA
Paragoniastrea_australensis;colonial;10;NA;40;0;submassive;broad;clear;attached;NA;hermaphrodite;spawner;2.85
Paragoniastrea_deformis;colonial;8.8;NA;20;3;massive;exposed;clear;attached;NA;NA;spawner;NA
Paragoniastrea_russelli;colonial;16;NA;25;1;submassive;broad;both;attached;NA;hermaphrodite;spawner;NA
Paramontastraea_peresi;colonial;12.5;NA;35;9.33333333333333;massive;broad;clear;attached;NA;NA;NA;NA
Paramontastraea_salebrosa;colonial;4.7;NA;20;2;massive;protected;clear;attached;NA;NA;NA;NA
Paramontastraea_serageldini;colonial;5;80;25;1;massive;broad;clear;attached;NA;NA;NA;NA
Parascolymia_rowleyensis;colonial;13.4;NA;40;2;massive;protected;clear;attached;NA;NA;NA;NA
Parascolymia_vitiensis;both;70;11.1666666666667;36.6666666666667;15.6666666666667;massive;broad;clear;attached;NA;hermaphrodite;spawner;NA
Pavona_bipartita;colonial;3.1;100;20;3;submassive;broad;clear;attached;NA;NA;NA;NA
Pavona_cactus;colonial;1.4;1000;19;2;digitate;protected;turbid;attached;NA;gonochore;spawner;9.41166666666667
Pavona_chiriquiensis;NA;1.4;NA;30;3;NA;protected;clear;NA;NA;gonochore;spawner;NA
Pavona_clavus;colonial;3.4;2000;25;2;columnar;exposed;clear;attached;1.665;gonochore;spawner;14.2064516129032
Pavona_danai;NA;1.7;NA;15;0.5;NA;exposed;clear;NA;NA;NA;NA;NA
Pavona_decussata;colonial;3.5;20;12.3333333333333;2;digitate;broad;both;attached;NA;NA;NA;NA
Pavona_diffluens;colonial;2.6;NA;20;5;submassive;broad;clear;attached;NA;NA;NA;NA
Pavona_duerdeni;colonial;2.1;NA;15;3;massive;broad;clear;attached;NA;gonochore;spawner;NA
Pavona_explanulata;colonial;3;NA;22.5;11.5;laminar;broad;both;attached;NA;NA;NA;NA
Pavona_frondifera;colonial;2.6;NA;8.5;2.5;digitate;broad;clear;attached;NA;NA;NA;NA
Pavona_gigantea;colonial;5.7;NA;30;1;massive;protected;clear;attached;1.57666666666667;gonochore;spawner;9.12117647058824
Pavona_maldivensis;colonial;4.1;30;44;32.3333333333333;columnar;exposed;clear;attached;NA;NA;NA;NA
Pavona_minuta;colonial;3.3;550;55;NA;submassive;broad;clear;attached;NA;NA;NA;NA
Pavona_varians;colonial;9.3;NA;50;1.33333333333333;encrusting;broad;both;attached;1.965;gonochore;spawner;3.8
Pavona_venosa;colonial;9.3;NA;11;2;encrusting;broad;clear;attached;NA;NA;NA;NA
Pavona_xarifae;NA;NA;NA;20;0;NA;exposed;clear;NA;NA;NA;NA;NA
Pectinia_africanus;colonial;16.6;30;30;3;massive;broad;clear;attached;NA;NA;NA;NA
Pectinia_alcicornis;colonial;21.2;NA;25;5;digitate;protected;turbid;attached;NA;hermaphrodite;spawner;NA
Pectinia_elongata;colonial;11;NA;25;5;branching_closed;protected;turbid;attached;NA;NA;NA;NA
Pectinia_lactuca;colonial;30;100;17.5;6;encrusting;protected;turbid;attached;NA;hermaphrodite;spawner;NA
Pectinia_maxima;colonial;15;100;25;3;laminar;protected;turbid;attached;NA;NA;NA;NA
Pectinia_paeonia;colonial;35;100;22.5;6;laminar;protected;turbid;attached;NA;hermaphrodite;spawner;NA
Pectinia_pygmaeus;colonial;4.7;NA;30;5;branching_closed;protected;turbid;attached;NA;NA;NA;NA
Pectinia_teres;colonial;6.2;NA;30;5;branching_closed;protected;turbid;attached;NA;NA;NA;NA
Physogyra_lichtensteini;colonial;20;100;17.5;5;massive;protected;turbid;attached;NA;NA;NA;NA
Physophyllia_ayleni;colonial;15;NA;25;2;laminar;protected;clear;attached;NA;NA;NA;NA
Platygyra_acuta;colonial;5.2;NA;20;2;massive;broad;clear;attached;NA;hermaphrodite;NA;NA
Platygyra_carnosus;colonial;5;40;15;2;massive;broad;clear;attached;NA;NA;NA;NA
Platygyra_contorta;colonial;5.6;NA;20;2;massive;broad;both;attached;NA;hermaphrodite;spawner;NA
Platygyra_crosslandi;colonial;5.9;NA;20;2;massive;broad;clear;attached;NA;NA;NA;NA
Platygyra_daedalea;colonial;10;NA;30;4.5;massive;broad;clear;attached;NA;hermaphrodite;spawner;22
Platygyra_lamellina;colonial;9.1;NA;30;1;massive;broad;clear;attached;NA;hermaphrodite;spawner;7.4
Platygyra_pini;colonial;7.2;NA;30;0;massive;broad;clear;attached;NA;hermaphrodite;spawner;NA
Platygyra_ryukyuensis;colonial;3.3;NA;30;2;massive;broad;clear;attached;NA;hermaphrodite;spawner;NA
Platygyra_sinensis;colonial;6.7;NA;30;0;massive;broad;clear;attached;NA;hermaphrodite;spawner;8.36666666666667
Platygyra_verweyi;colonial;4.7;NA;20;1;massive;exposed;clear;attached;NA;NA;NA;NA
Platygyra_yaeyamaensis;NA;5.1;NA;20;1;NA;broad;clear;NA;NA;NA;NA;NA
Plerogyra_discus;colonial;20.8;30;15;8;massive;protected;clear;attached;NA;NA;NA;NA
Plerogyra_simplex;colonial;20;NA;30;3;branching_closed;protected;turbid;attached;NA;NA;NA;NA
Plerogyra_sinuosa;colonial;30;100;30;2.5;massive;protected;clear;attached;NA;NA;NA;NA
Plesiastrea_versipora;colonial;4.6;233.333333333333;30;13.3333333333333;massive;protected;clear;attached;NA;gonochore;spawner;4.1375
Pleuractis_granulosa;solitary;120;13.5;46.5;28.5;massive;protected;clear;unattached;NA;gonochore;spawner;5.72565891472868
Pleuractis_moluccensis;solitary;160;NA;30;3;massive;protected;turbid;attached;NA;NA;NA;NA
Pleuractis_paumotensis;solitary;235;25;30;11;massive;protected;clear;unattached;NA;gonochore;spawner;NA
Pleuractis_seychellensis;solitary;88.8;15;25;5;massive;broad;clear;unattached;NA;NA;NA;NA
Pleuractis_taiwanensis;solitary;193;28;35;15;massive;broad;clear;unattached;NA;NA;NA;NA
Pocillopora_ankeli;colonial;1;NA;10;1;branching_closed;broad;clear;attached;NA;NA;NA;NA
Pocillopora_capitata;colonial;0.4;NA;20;1;branching_open;exposed;clear;attached;NA;NA;NA;NA
Pocillopora_damicornis;colonial;1;200;25.2857142857143;4;branching_closed;broad;both;attached;1.92666666666667;hermaphrodite;NA;29.77421875
Pocillopora_danae;colonial;1.2;100;15;1;branching_open;protected;clear;attached;NA;NA;NA;8.2
Pocillopora_effusa;colonial;1.1;200;NA;NA;branching_open;broad;clear;attached;NA;NA;NA;NA
Pocillopora_elegans;colonial;1;NA;25;0.5;branching_closed;broad;clear;attached;1.93;hermaphrodite;spawner;36.9
Pocillopora_eydouxi;colonial;1;100;20;2;branching_open;exposed;clear;attached;NA;hermaphrodite;spawner;43.6
Pocillopora_fungiformis;colonial;0.8;200;15;0.5;encrusting_long_uprights;exposed;clear;attached;NA;NA;NA;NA
Pocillopora_indiania;colonial;1.2;100;20;2;branching_closed;broad;clear;attached;NA;NA;NA;NA
Pocillopora_inflata;colonial;1;NA;10;1;branching_closed;exposed;clear;attached;NA;NA;NA;31.5
Pocillopora_kelleheri;colonial;1.2;NA;40;5;branching_open;exposed;clear;attached;NA;NA;NA;NA
Pocillopora_ligulata;colonial;0.8;50;NA;NA;branching_closed;exposed;clear;attached;NA;NA;NA;NA
Pocillopora_meandrina;colonial;0.7;100;27;1;branching_closed;broad;clear;attached;NA;hermaphrodite;spawner;21.72025
Pocillopora_molokensis;colonial;1.3;NA;55;NA;branching_closed;protected;clear;attached;NA;NA;NA;NA
Pocillopora_verrucosa;colonial;0.7;50;37.25;1;branching_closed;broad;clear;attached;NA;hermaphrodite;spawner;29.46
Pocillopora_woodjonesi;colonial;1.1;NA;26;2;branching_open;exposed;clear;attached;NA;NA;NA;NA
Pocillopora_zelli;colonial;1.2;NA;15;2;branching_open;exposed;clear;attached;NA;NA;NA;NA
Podabacia_crustacea;colonial;3;150;35;3;encrusting;broad;clear;attached;NA;gonochore;NA;NA
Podabacia_lankaensis;colonial;4.3;NA;NA;NA;encrusting;protected;turbid;both;NA;NA;NA;NA
Podabacia_motuporensis;colonial;2.8;NA;20;5;encrusting;broad;clear;attached;NA;NA;NA;NA
Podabacia_sinai;colonial;2.7;100;20;10;laminar;broad;clear;attached;NA;NA;NA;NA
Polyphyllia_novaehiberniae;colonial;NA;NA;15;1;massive;protected;clear;unattached;NA;gonochore;spawner;NA
Polyphyllia_talpina;colonial;NA;NA;30;1;massive;protected;clear;unattached;NA;gonochore;NA;NA
Porites_annae;colonial;1.1;NA;30;0.5;digitate;broad;both;attached;1.23;gonochore;spawner;NA
Porites_aranetai;colonial;1;NA;20;2;digitate;broad;clear;attached;NA;NA;NA;NA
Porites_arnaudi;colonial;1.1;NA;37;7;laminar;exposed;clear;attached;NA;NA;NA;NA
Porites_astreoides;colonial;1.6;32.8433333333333;70;0.133333333333333;massive;broad;clear;attached;1.53117647058824;gonochore;brooder;3.44920289855072
Porites_attenuata;colonial;2.1;NA;20;2;branching_closed;protected;clear;attached;NA;NA;NA;NA
Porites_australiensis;colonial;1.4;NA;35;0.5;massive;protected;clear;attached;1.325;NA;NA;12.4615384615385
Porites_bernardi;colonial;NA;NA;NA;NA;digitate;broad;clear;attached;NA;NA;NA;NA
Porites_branneri;NA;1.8;NA;2.5;0.05;NA;protected;clear;NA;NA;NA;NA;NA
Porites_brighami;colonial;1.5;10;NA;NA;submassive;broad;clear;attached;NA;NA;brooder;NA
Porites_cocosensis;colonial;1.5;NA;NA;NA;digitate;broad;clear;attached;NA;NA;NA;NA
Porites_colonensis;colonial;1.4;NA;25;2;laminar;broad;clear;attached;NA;NA;NA;NA
Porites_columnaris;colonial;1.5;NA;15;0;columnar;broad;clear;attached;NA;NA;NA;5.585
Porites_compressa;colonial;1.6;123;30;0;encrusting_long_uprights;protected;clear;attached;NA;gonochore;spawner;5.33013333333333
Porites_cumulatus;colonial;1.1;NA;20;2;branching_closed;protected;clear;attached;NA;NA;NA;NA
Porites_cylindrica;colonial;1.1;1000;20;1;encrusting_long_uprights;protected;clear;attached;1.38;gonochore;spawner;7.602
Porites_deformis;colonial;1.6;NA;30;0.5;digitate;protected;clear;attached;NA;NA;NA;NA
Porites_densa;colonial;1.3;15;20;1;massive;protected;clear;attached;NA;NA;NA;NA
Porites_desilveri;colonial;1;NA;NA;NA;digitate;broad;clear;attached;NA;NA;NA;NA
Porites_divaricata;colonial;1.1;NA;47;0.1;branching_closed;protected;both;attached;NA;NA;NA;NA
Porites_echinulata;colonial;2.1;NA;50;15;columnar;broad;clear;attached;NA;NA;NA;NA
Porites_eridani;colonial;0.8;NA;20;2;digitate;protected;clear;attached;NA;NA;NA;NA
Porites_evermanni;colonial;1;120;30;1;columnar;protected;clear;attached;NA;gonochore;spawner;NA
Porites_flavus;colonial;0.7;40;20;1;branching_closed;protected;clear;attached;NA;NA;NA;NA
Porites_furcata;colonial;1.9;NA;50;0.2;branching_closed;broad;clear;attached;NA;gonochore;brooder;NA
Porites_harrisoni;colonial;1.1;100;15;1;columnar;broad;clear;attached;NA;NA;NA;NA
Porites_heronensis;colonial;1.5;NA;20;1;columnar;protected;both;attached;NA;gonochore;brooder;10.5
Porites_horizontalata;colonial;1.7;NA;20;5;digitate;broad;clear;attached;NA;gonochore;NA;NA
Porites_latistella;colonial;1.4;NA;20;1;digitate;protected;clear;attached;NA;NA;NA;NA
Porites_lichen;colonial;1.4;NA;40;15;laminar;exposed;clear;attached;NA;NA;NA;16.3
Porites_lobata;colonial;1.1;542.5;48.5;23;massive;protected;clear;attached;1.37648888888889;gonochore;spawner;9.14383333333333
Porites_lutea;colonial;1.3;400;45;1;massive;protected;clear;attached;1.30486206896552;gonochore;spawner;13.8171951219512
Porites_mayeri;colonial;1.6;400;20;3;massive;protected;clear;attached;1.17;NA;NA;NA
Porites_monticulosa;colonial;1.2;100;20;3;encrusting;broad;clear;attached;NA;NA;NA;NA
Porites_murrayensis;colonial;1;20;5;0;massive;broad;clear;attached;NA;gonochore;brooder;NA
Porites_myrmidonensis;colonial;1.4;400;55;NA;massive;exposed;clear;attached;NA;NA;NA;NA
Porites_napopora;colonial;0.9;NA;15;3;digitate;broad;clear;attached;NA;NA;NA;NA
Porites_negrosensis;colonial;1.7;NA;15;2;branching_closed;protected;clear;attached;NA;NA;NA;NA
Porites_nigrescens;colonial;1.6;NA;15;1.25;branching_closed;protected;clear;attached;NA;NA;NA;17.8
Porites_nodifera;colonial;1.6;NA;15;5;columnar;broad;clear;attached;NA;NA;NA;NA
Porites_okinawensis;colonial;1.3;NA;NA;NA;massive;protected;both;attached;NA;NA;NA;NA
Porites_ornata;colonial;1.5;NA;15;3;branching_closed;protected;clear;attached;NA;NA;NA;NA
Porites_panamensis;colonial;0.9;NA;36;0;submassive;exposed;clear;attached;NA;gonochore;brooder;NA
Porites_porites;colonial;2.5;19.8975;22.5;0.5;branching_closed;protected;clear;attached;NA;gonochore;brooder;17.93
Porites_profundus;colonial;0.9;NA;15;3;branching_closed;broad;clear;attached;NA;NA;NA;NA
Porites_pukoensis;colonial;1.7;NA;NA;NA;columnar;protected;clear;attached;NA;NA;NA;NA
Porites_rugosa;colonial;0.9;100;15;3;branching_closed;broad;clear;attached;NA;NA;NA;NA
Porites_rus;colonial;0.8;500;20;1;digitate;broad;clear;attached;NA;gonochore;spawner;1.27
Porites_sillimaniani;colonial;1.9;NA;5;1;digitate;broad;clear;attached;NA;gonochore;NA;NA
Porites_solida;colonial;1.6;NA;14.5;0.75;massive;broad;clear;attached;NA;gonochore;spawner;15.025
Porites_somaliensis;colonial;2.3;NA;20;1;massive;broad;clear;attached;NA;NA;NA;NA
Porites_stephensoni;colonial;1.3;10;5;0;massive;protected;clear;attached;NA;NA;brooder;NA
Porites_studeri;NA;NA;NA;40;10;NA;protected;both;NA;NA;NA;NA;NA
Porites_tuberculosa;colonial;1.1;NA;20;1;branching_closed;protected;clear;attached;NA;NA;NA;NA
Porites_vaughani;colonial;0.8;20;40;1;encrusting;broad;clear;attached;NA;NA;NA;NA
Psammocora_albopicta;NA;NA;NA;28;1;NA;broad;both;NA;NA;NA;NA;NA
Psammocora_contigua;colonial;1.5;50;21;5;columnar;broad;both;unattached;NA;gonochore;NA;NA
Psammocora_digitata;colonial;2.3;6.5;20;1;columnar;broad;both;attached;NA;gonochore;NA;NA
Psammocora_haimiana;colonial;4.6;NA;36.6666666666667;5;submassive;broad;clear;attached;NA;NA;NA;29.5
Psammocora_profundacella;colonial;2.5;NA;33.3333333333333;1.33333333333333;submassive;broad;clear;attached;NA;NA;spawner;NA
Psammocora_stellata;colonial;2.5;NA;70;0;submassive;exposed;clear;attached;NA;gonochore;spawner;14.1
Psammocora_superficialis;colonial;1.8;NA;25;5.5;encrusting;broad;clear;attached;NA;NA;spawner;6.2
Psammocora_verrilli;colonial;2.3;NA;35;13.6666666666667;massive;exposed;clear;attached;NA;NA;NA;NA
Pseudodiploria_clivosa;colonial;5.8;35.1333333333333;NA;NA;massive;broad;both;attached;NA;hermaphrodite;spawner;NA
Pseudodiploria_strigosa;colonial;10.1;69.8566666666667;NA;NA;massive;broad;clear;attached;NA;hermaphrodite;spawner;NA
Pseudosiderastrea_tayamai;colonial;4;16;20;8;massive;exposed;clear;attached;NA;NA;NA;NA
Sandalolitha_dentata;colonial;3.5;NA;25;6;massive;protected;clear;unattached;NA;gonochore;spawner;NA
Sandalolitha_robusta;colonial;4.6;50;21;1;massive;broad;both;unattached;NA;gonochore;spawner;NA
Scapophyllia_cylindrica;colonial;3.8;NA;25;2;columnar;protected;turbid;attached;NA;hermaphrodite;spawner;NA
Schizoculina_africana;colonial;9.1;100;35;1;branching_open;protected;clear;attached;NA;NA;NA;NA
Schizoculina_fissipara;colonial;3.4;100;35;1;encrusting_long_uprights;protected;clear;attached;NA;NA;NA;NA
Sclerophyllia_maxima;colonial;40;NA;15;5;massive;protected;turbid;attached;NA;NA;NA;NA
Scolymia_cubensis;solitary;56.5;10;66;15;massive;protected;clear;both;NA;NA;NA;NA
Scolymia_lacera;NA;NA;NA;66.6666666666667;18.3333333333333;NA;protected;both;NA;NA;NA;NA;NA
Scolymia_wellsi;NA;NA;NA;40;10;NA;protected;both;NA;NA;hermaphrodite;brooder;NA
Seriatopora_aculeata;colonial;0.5;NA;40;3;branching_closed;broad;clear;attached;NA;NA;NA;NA
Seriatopora_caliendrum;colonial;1.1;NA;40;1;branching_closed;exposed;clear;attached;NA;NA;brooder;58
Seriatopora_dentritica;colonial;0.6;NA;40;3;branching_closed;protected;clear;attached;NA;NA;NA;NA
Seriatopora_guttata;colonial;0.6;30;40;3;branching_closed;protected;clear;attached;NA;NA;NA;NA
Seriatopora_hystrix;colonial;0.8;NA;36.6666666666667;1.5;branching_closed;broad;clear;attached;2.2;hermaphrodite;brooder;32.7
Seriatopora_stellata;colonial;0.6;NA;20;1;branching_closed;broad;clear;attached;NA;NA;NA;NA
Siderastrea_glynni;colonial;3.5;10;8.5;7;massive;exposed;clear;attached;NA;NA;NA;NA
Siderastrea_radians;colonial;3;17.11;18;0;massive;broad;clear;unattached;NA;gonochore;brooder;NA
Siderastrea_savignyana;colonial;3.8;100;10;1;massive;protected;turbid;attached;NA;NA;NA;NA
Siderastrea_siderea;colonial;4.5;81.7675;60;0.166666666666667;massive;broad;both;attached;NA;gonochore;spawner;9
Siderastrea_stellata;colonial;3;NA;NA;NA;massive;protected;clear;unattached;NA;gonochore;brooder;NA
Simplastrea_vesicularis;colonial;4.2;NA;NA;NA;encrusting;broad;clear;attached;NA;NA;NA;NA
Solenastrea_bournoni;colonial;20.5;NA;30;0.5;massive;protected;turbid;attached;NA;gonochore;NA;NA
Solenastrea_hyades;colonial;4.2;NA;31.5;2;submassive;broad;turbid;attached;NA;NA;NA;NA
Stephanocoenia_intersepta;colonial;2.7;37.98;78.3333333333333;1.33333333333333;massive;broad;both;attached;NA;gonochore;spawner;1.8
Stylaraea_punctata;colonial;1.2;6;NA;NA;encrusting;protected;clear;attached;NA;NA;brooder;NA
Stylocoeniella_armata;colonial;2.3;NA;26;1.5;encrusting;broad;clear;attached;NA;NA;NA;NA
Stylocoeniella_cocosensis;colonial;0.7;NA;10;2;encrusting;protected;clear;attached;NA;NA;NA;NA
Stylocoeniella_guentheri;colonial;1.1;50;44.3333333333333;16.6666666666667;digitate;protected;clear;attached;NA;NA;NA;NA
Stylocoeniella_muscosus;NA;NA;NA;18;10;NA;broad;both;NA;NA;NA;NA;NA
Stylophora_danae;colonial;1.1;NA;37.5;5.5;branching_closed;broad;clear;attached;NA;NA;NA;12
Stylophora_kuehlmanni;colonial;0.7;NA;70;5;branching_closed;broad;clear;attached;NA;NA;NA;NA
Stylophora_madagascarensis;colonial;0.8;20;20;2;branching_closed;exposed;clear;attached;NA;NA;NA;NA
Stylophora_mamillata;colonial;1;10;40;15;encrusting;protected;clear;attached;NA;NA;NA;NA
Stylophora_pistillata;colonial;1.4;NA;38.3333333333333;10.6666666666667;branching_closed;exposed;clear;attached;1.70310449992;hermaphrodite;brooder;19.574030768
Stylophora_subseriata;colonial;0.7;NA;30;2;branching_closed;broad;clear;attached;NA;NA;NA;NA
Stylophora_wellsi;colonial;0.7;NA;10;0;branching_closed;exposed;clear;attached;NA;NA;NA;NA
Symphyllia_agaricia;colonial;33.5;NA;40;2;massive;exposed;clear;attached;NA;NA;NA;NA
Symphyllia_erythraea;colonial;17.5;NA;45;2;massive;broad;clear;attached;NA;NA;NA;NA
Symphyllia_hassi;colonial;20;20;20;4;massive;exposed;clear;attached;NA;NA;NA;NA
Symphyllia_radians;colonial;35;NA;40;0;massive;exposed;clear;attached;NA;hermaphrodite;spawner;NA
Symphyllia_recta;colonial;15;NA;40;0;massive;broad;clear;attached;NA;hermaphrodite;spawner;NA
Symphyllia_valenciennesii;colonial;35;NA;40;2;encrusting;protected;clear;attached;NA;NA;NA;NA
Trachyphyllia_geoffroyi;colonial;4;8;30;7;massive;protected;both;unattached;NA;hermaphrodite;NA;NA
Turbinaria_bifrons;colonial;1.6;NA;25;2;laminar;exposed;clear;attached;NA;NA;spawner;NA
Turbinaria_conspicua;colonial;1.6;NA;20;2;laminar;broad;clear;attached;NA;NA;NA;NA
Turbinaria_frondens;colonial;1.1;400;20;7;laminar;exposed;both;attached;NA;gonochore;spawner;14
Turbinaria_heronensis;colonial;4.4;NA;15;5;laminar;exposed;clear;attached;NA;NA;NA;NA
Turbinaria_irregularis;colonial;2.1;NA;40;5;laminar;broad;clear;attached;NA;NA;NA;NA
Turbinaria_mesenterina;colonial;3.5;100;14;2.66666666666667;laminar;protected;turbid;attached;NA;gonochore;spawner;19.28
Turbinaria_patula;colonial;3.5;NA;20;7;laminar;broad;both;attached;NA;NA;NA;NA
Turbinaria_radicalis;colonial;2.5;100;22.5;5.5;encrusting;broad;clear;attached;NA;NA;spawner;NA
Turbinaria_reniformis;colonial;4.2;500;15;2;laminar;protected;turbid;attached;NA;gonochore;spawner;NA
Turbinaria_stellulata;colonial;3.3;NA;15;2;massive;exposed;clear;attached;NA;NA;NA;NA
Zoopilus_echinatus;colonial;20;60;20;12;massive;protected;clear;unattached;NA;NA;NA;NA